0	0	0.09433962264150944	0.09433962264150944	0.11320754716981132	0.09433962264150944	0.11320754716981132	0.09433962264150944	0.09433962264150944	0.09433962264150944	0.11320754716981132	0.09433962264150944
1	1	0.1111111111111111	0.09259259259259259	0.1111111111111111	0.09259259259259259	0.09259259259259259	0.09259259259259259	0.1111111111111111	0.09259259259259259	0.1111111111111111	0.09259259259259259
2	2	0.08771929824561403	0.08771929824561403	0.08771929824561403	0.08771929824561403	0.12280701754385964	0.12280701754385964	0.08771929824561403	0.08771929824561403	0.12280701754385964	0.10526315789473684
3	3	0.08771929824561403	0.08771929824561403	0.08771929824561403	0.10526315789473684	0.08771929824561403	0.08771929824561403	0.08771929824561403	0.10526315789473684	0.17543859649122806	0.08771929824561403
4	4	0.11666666666666667	0.11666666666666667	0.1	0.08333333333333333	0.11666666666666667	0.08333333333333333	0.08333333333333333	0.08333333333333333	0.13333333333333333	0.08333333333333333
5	5	0.10465116279069768	0.09302325581395349	0.11627906976744186	0.06976744186046512	0.10465116279069768	0.05813953488372093	0.10465116279069768	0.08139534883720931	0.19767441860465115	0.06976744186046512
6	6	0.08045977011494253	0.19540229885057472	0.08045977011494253	0.08045977011494253	0.09195402298850575	0.06896551724137931	0.06896551724137931	0.06896551724137931	0.20689655172413793	0.05747126436781609
7	7	0.078125	0.109375	0.109375	0.109375	0.09375	0.09375	0.078125	0.078125	0.140625	0.109375
8	8	0.17333333333333334	0.18666666666666668	0.08	0.09333333333333334	0.10666666666666667	0.06666666666666667	0.06666666666666667	0.06666666666666667	0.08	0.08
9	9	0.10714285714285714	0.10714285714285714	0.10714285714285714	0.08928571428571429	0.08928571428571429	0.08928571428571429	0.08928571428571429	0.10714285714285714	0.10714285714285714	0.10714285714285714
10	10	0.09836065573770492	0.13114754098360656	0.09836065573770492	0.08196721311475409	0.09836065573770492	0.11475409836065574	0.09836065573770492	0.09836065573770492	0.09836065573770492	0.08196721311475409
11	11	0.1111111111111111	0.09259259259259259	0.09259259259259259	0.09259259259259259	0.12962962962962962	0.09259259259259259	0.09259259259259259	0.1111111111111111	0.09259259259259259	0.09259259259259259
12	12	0.109375	0.09375	0.109375	0.078125	0.09375	0.078125	0.078125	0.109375	0.171875	0.078125
13	13	0.11688311688311688	0.09090909090909091	0.12987012987012986	0.11688311688311688	0.07792207792207792	0.09090909090909091	0.07792207792207792	0.12987012987012986	0.07792207792207792	0.09090909090909091
